# n,de,permeability
3.340000000000000191e-01,1.403999999999999970e-01,7.163999999999999702e+00
3.190000000000000058e-01,1.290000000000000036e-01,8.615999999999999659e+00
3.190000000000000058e-01,2.308000000000000052e-01,8.615999999999999659e+00
3.469999999999999751e-01,1.121999999999999942e-01,9.448000000000000398e+00
3.390000000000000235e-01,1.537999999999999923e-01,1.168999999999999950e+01
3.390000000000000235e-01,1.890999999999999903e-01,1.168999999999999950e+01
3.260000000000000120e-01,3.322999999999999843e-01,1.631700000000000017e+01
3.089999999999999969e-01,6.528000000000000469e-01,1.430949999999999989e+02
3.089999999999999969e-01,6.825999999999999845e-01,1.430949999999999989e+02
3.089999999999999969e-01,5.225999999999999535e-01,1.430949999999999989e+02
3.089999999999999969e-01,4.169999999999999818e-01,1.430949999999999989e+02
3.089999999999999969e-01,3.489999999999999769e-01,1.430949999999999989e+02
3.079999999999999960e-01,5.356999999999999540e-01,1.206880000000000024e+02
3.079999999999999960e-01,4.717000000000000082e-01,1.206880000000000024e+02
3.079999999999999960e-01,4.141000000000000236e-01,1.206880000000000024e+02
3.330000000000000182e-01,4.978000000000000203e-01,4.313400000000000034e+01
3.330000000000000182e-01,3.598999999999999977e-01,4.313400000000000034e+01
3.330000000000000182e-01,2.283999999999999919e-01,4.313400000000000034e+01
3.709999999999999964e-01,1.537999999999999923e-01,1.211200000000000010e+01
3.709999999999999964e-01,1.890999999999999903e-01,1.211200000000000010e+01
3.820000000000000062e-01,1.180999999999999966e-01,9.858999999999999986e+00
3.820000000000000062e-01,1.270000000000000018e-01,9.858999999999999986e+00
3.619999999999999885e-01,4.739999999999999769e-01,1.834350000000000023e+02
3.619999999999999885e-01,3.572000000000000175e-01,1.834350000000000023e+02
3.729999999999999982e-01,3.869000000000000217e-01,3.412899999999999778e+01
3.729999999999999982e-01,1.940999999999999948e-01,3.412899999999999778e+01
3.780000000000000027e-01,2.867000000000000104e-01,2.798000000000000043e+01
3.840000000000000080e-01,1.078999999999999959e-01,1.934600000000000009e+01
3.840000000000000080e-01,2.104000000000000037e-01,1.934600000000000009e+01
3.770000000000000018e-01,1.174500000000000099e+00,2.652950000000000159e+02
3.770000000000000018e-01,1.074400000000000022e+00,2.652950000000000159e+02
3.770000000000000018e-01,7.244000000000000439e-01,2.652950000000000159e+02
4.269999999999999907e-01,1.174500000000000099e+00,2.671840000000000259e+02
4.269999999999999907e-01,1.074400000000000022e+00,2.671840000000000259e+02
4.269999999999999907e-01,7.244000000000000439e-01,2.671840000000000259e+02
4.819999999999999840e-01,1.174500000000000099e+00,2.671840000000000259e+02
4.819999999999999840e-01,1.074400000000000022e+00,2.671840000000000259e+02
4.819999999999999840e-01,7.244000000000000439e-01,2.671840000000000259e+02
4.829999999999999849e-01,6.926999999999999824e-01,2.488820000000000050e+02
5.180000000000000160e-01,3.141999999999999793e-01,1.503820000000000050e+02
5.360000000000000320e-01,2.948999999999999955e-01,1.580399999999999920e+02
5.150000000000000133e-01,5.470000000000000417e-01,7.718300000000000693e+01
5.150000000000000133e-01,2.565999999999999948e-01,7.718300000000000693e+01
5.150000000000000133e-01,3.205999999999999961e-01,7.718300000000000693e+01
5.150000000000000133e-01,2.058000000000000107e-01,5.413000000000000256e+01
4.899999999999999911e-01,5.910999999999999588e-01,4.344100000000000250e+01
4.899999999999999911e-01,4.978000000000000203e-01,4.344100000000000250e+01
4.899999999999999911e-01,3.598999999999999977e-01,4.344100000000000250e+01
4.899999999999999911e-01,2.283999999999999919e-01,4.344100000000000250e+01
4.640000000000000235e-01,2.341000000000000025e-01,3.586699999999999733e+01
4.789999999999999813e-01,2.851000000000000201e-01,8.285800000000000409e+01
4.729999999999999760e-01,4.194999999999999840e-01,1.361610000000000014e+02
4.739999999999999769e-01,5.158000000000000362e-01,1.304859999999999900e+02
4.739999999999999769e-01,4.499000000000000221e-01,1.304859999999999900e+02
4.739999999999999769e-01,4.194999999999999840e-01,1.304859999999999900e+02
4.719999999999999751e-01,1.192600000000000104e+00,2.285670000000000073e+02
4.719999999999999751e-01,6.729000000000000536e-01,2.285670000000000073e+02
4.610000000000000209e-01,4.739999999999999769e-01,1.834350000000000023e+02
4.610000000000000209e-01,3.572000000000000175e-01,1.834350000000000023e+02
4.430000000000000049e-01,5.158000000000000362e-01,1.277369999999999948e+02
4.209999999999999853e-01,5.356999999999999540e-01,1.224129999999999967e+02
4.209999999999999853e-01,4.717000000000000082e-01,1.224129999999999967e+02
4.209999999999999853e-01,4.141000000000000236e-01,1.224129999999999967e+02
4.209999999999999853e-01,3.658000000000000140e-01,1.224129999999999967e+02
3.990000000000000213e-01,3.658000000000000140e-01,1.250469999999999970e+02
3.820000000000000062e-01,6.528000000000000469e-01,1.400809999999999889e+02
3.820000000000000062e-01,6.825999999999999845e-01,1.400809999999999889e+02
3.820000000000000062e-01,5.225999999999999535e-01,1.400809999999999889e+02
3.820000000000000062e-01,4.169999999999999818e-01,1.400809999999999889e+02
3.820000000000000062e-01,3.489999999999999769e-01,1.400809999999999889e+02
3.750000000000000000e-01,2.948999999999999955e-01,1.580399999999999920e+02
3.920000000000000151e-01,3.674999999999999933e-01,7.138700000000000045e+01
3.920000000000000151e-01,2.492999999999999938e-01,7.138700000000000045e+01
3.920000000000000151e-01,2.831000000000000183e-01,7.138700000000000045e+01
4.010000000000000231e-01,3.674999999999999933e-01,7.138700000000000045e+01
4.010000000000000231e-01,2.492999999999999938e-01,7.138700000000000045e+01
4.010000000000000231e-01,2.831000000000000183e-01,7.138700000000000045e+01
4.079999999999999738e-01,3.674999999999999933e-01,7.240800000000000125e+01
4.079999999999999738e-01,2.492999999999999938e-01,7.240800000000000125e+01
4.079999999999999738e-01,2.831000000000000183e-01,7.240800000000000125e+01
4.010000000000000231e-01,3.658000000000000140e-01,4.696800000000000352e+01
4.010000000000000231e-01,2.570000000000000062e-01,4.696800000000000352e+01
4.010000000000000231e-01,3.119999999999999996e-01,4.696800000000000352e+01
4.040000000000000258e-01,3.598999999999999977e-01,4.252600000000000335e+01
4.069999999999999729e-01,1.761999999999999955e-01,2.427799999999999869e+01
4.069999999999999729e-01,2.671999999999999931e-01,2.427799999999999869e+01
4.179999999999999827e-01,1.761999999999999955e-01,2.445100000000000051e+01
4.179999999999999827e-01,2.671999999999999931e-01,2.445100000000000051e+01
4.650000000000000244e-01,7.409999999999999920e-02,7.370000000000000107e+00
4.699999999999999734e-01,1.290000000000000036e-01,8.801000000000000156e+00
4.699999999999999734e-01,2.308000000000000052e-01,8.801000000000000156e+00
4.709999999999999742e-01,1.180999999999999966e-01,9.929000000000000270e+00
4.709999999999999742e-01,1.270000000000000018e-01,9.929000000000000270e+00
4.550000000000000155e-01,8.550000000000000655e-02,1.395800000000000018e+01
4.620000000000000218e-01,1.023000000000000020e-01,2.229599999999999937e+01
4.550000000000000155e-01,8.480000000000000038e-02,2.497700000000000031e+01
4.550000000000000155e-01,1.761999999999999955e-01,2.497700000000000031e+01
4.430000000000000049e-01,1.962000000000000133e-01,2.062199999999999989e+01
4.229999999999999871e-01,1.078999999999999959e-01,1.962300000000000111e+01
4.229999999999999871e-01,2.104000000000000037e-01,1.962300000000000111e+01
4.239999999999999880e-01,2.841000000000000192e-01,3.068299999999999983e+01
4.269999999999999907e-01,1.940999999999999948e-01,3.340999999999999659e+01
4.359999999999999987e-01,2.472999999999999921e-01,4.075399999999999778e+01
4.430000000000000049e-01,5.910999999999999588e-01,4.375099999999999767e+01
4.430000000000000049e-01,4.978000000000000203e-01,4.375099999999999767e+01
4.430000000000000049e-01,3.598999999999999977e-01,4.375099999999999767e+01
4.430000000000000049e-01,2.283999999999999919e-01,4.375099999999999767e+01
4.219999999999999862e-01,3.658000000000000140e-01,4.696800000000000352e+01
4.219999999999999862e-01,2.570000000000000062e-01,4.696800000000000352e+01
4.219999999999999862e-01,3.119999999999999996e-01,4.696800000000000352e+01
4.129999999999999782e-01,3.658000000000000140e-01,4.630599999999999739e+01
4.129999999999999782e-01,2.570000000000000062e-01,4.630599999999999739e+01
4.430000000000000049e-01,2.058000000000000107e-01,5.568800000000000239e+01
4.430000000000000049e-01,2.767000000000000015e-01,5.568800000000000239e+01
4.530000000000000138e-01,3.674999999999999933e-01,7.038100000000000023e+01
4.630000000000000226e-01,7.374000000000000554e-01,7.449200000000000443e+01
4.620000000000000218e-01,4.351999999999999758e-01,8.585099999999999909e+01
4.620000000000000218e-01,2.575000000000000067e-01,8.585099999999999909e+01
4.699999999999999734e-01,2.575000000000000067e-01,8.344799999999999329e+01
4.699999999999999734e-01,2.851000000000000201e-01,8.344799999999999329e+01
4.480000000000000093e-01,4.351999999999999758e-01,8.832200000000000273e+01
4.480000000000000093e-01,2.447999999999999898e-01,8.832200000000000273e+01
4.480000000000000093e-01,2.869999999999999774e-01,8.832200000000000273e+01
4.480000000000000093e-01,3.086999999999999744e-01,8.832200000000000273e+01
4.410000000000000031e-01,5.736999999999999877e-01,7.828600000000000136e+01
4.410000000000000031e-01,5.470000000000000417e-01,7.828600000000000136e+01
4.410000000000000031e-01,2.565999999999999948e-01,7.828600000000000136e+01
4.410000000000000031e-01,3.205999999999999961e-01,7.828600000000000136e+01
4.369999999999999996e-01,4.351999999999999758e-01,8.646200000000000330e+01
4.369999999999999996e-01,2.575000000000000067e-01,8.646200000000000330e+01
4.369999999999999996e-01,2.869999999999999774e-01,8.646200000000000330e+01
4.329999999999999960e-01,6.904000000000000137e-01,9.685699999999999932e+01
4.329999999999999960e-01,3.260000000000000120e-01,9.685699999999999932e+01
4.309999999999999942e-01,4.351999999999999758e-01,8.707800000000000296e+01
4.309999999999999942e-01,2.575000000000000067e-01,8.707800000000000296e+01
4.309999999999999942e-01,2.869999999999999774e-01,8.707800000000000296e+01
4.309999999999999942e-01,3.086999999999999744e-01,8.707800000000000296e+01
